cnpj_basico;nome_fantasia;situacao_cadastral;data_inicio_atividade;cnae_fiscal_principal;capital_social;uf;municipio;arrecadacao_media_setor;capital_medio_setor;feature_desvio_capital;feature_idade_anos
21551409;Empresa Comercial 2682;2;2018-01-17;4711302;7555.651321076808;RJ;Duque de Caxias;500000;2000000;0.003777825660538404;8.410677618069816
30811680;Empresa Comercial 2683;2;2018-01-19;4781400;103002.5034605326;RJ;Rio de Janeiro;80000;150000;0.6866833564035506;8.405201916495551
25433222;Empresa Comercial 2684;2;2018-01-20;5611201;298756.0671652726;RJ;Rio de Janeiro;45000;90000;3.319511857391918;8.402464065708418
87456782;Empresa Comercial 2685;2;2018-01-21;4711302;344266.3992173756;RJ;Duque de Caxias;500000;2000000;0.1721331996086878;8.399726214921287
68835615;Empresa Comercial 2686;2;2018-01-22;5611201;474307.9620947663;RJ;Duque de Caxias;45000;90000;5.270088467719626;8.396988364134154
42382711;Empresa Comercial 2687;2;2018-01-23;5611201;322494.56859061687;RJ;Niterói;45000;90000;3.5832729843401876;8.394250513347023
83317578;Empresa Comercial 2688;2;2018-01-24;4781400;135140.64142594562;RJ;Rio de Janeiro;80000;150000;0.9009376095063042;8.39151266255989
22834263;Empresa Comercial 2689;2;2018-01-25;5611201;93211.51784120646;RJ;Duque de Caxias;45000;90000;1.0356835315689605;8.388774811772759
40647215;Empresa Comercial 2690;2;2018-01-26;4781400;228648.1625927793;RJ;Rio de Janeiro;80000;150000;1.524321083951862;8.386036960985626
89232916;Empresa Comercial 2691;2;2018-01-27;5611201;206958.17922516927;RJ;Duque de Caxias;45000;90000;2.299535324724103;8.383299110198495
76006681;Empresa Comercial 2692;2;2018-01-28;5611201;120875.13362348068;RJ;Duque de Caxias;45000;90000;1.3430570402608963;8.380561259411362
37758455;Empresa Comercial 2694;2;2018-01-31;5611201;395718.51070020365;RJ;Duque de Caxias;45000;90000;4.396872341113374;8.372347707049967
53627391;Empresa Comercial 2695;2;2018-02-01;5611201;96211.3503970288;RJ;Niterói;45000;90000;1.069015004411431;8.369609856262834
61844408;Empresa Comercial 2696;2;2018-02-02;5611201;72726.46267855089;RJ;Duque de Caxias;45000;90000;0.8080718075394543;8.366872005475702
63889337;Empresa Comercial 2697;2;2018-02-03;4781400;153962.56311229066;RJ;Niterói;80000;150000;1.0264170874152712;8.36413415468857
56389268;Empresa Comercial 2698;2;2018-02-04;4781400;173054.1454204452;RJ;Niterói;80000;150000;1.1536943028029678;8.361396303901437
38046417;Empresa Comercial 2699;2;2018-02-05;4711302;40489.02408832104;RJ;Duque de Caxias;500000;2000000;0.02024451204416052;8.358658453114305
55516505;Empresa Comercial 2702;2;2018-02-08;5611201;35995.32049619146;RJ;Duque de Caxias;45000;90000;0.39994800551323845;8.350444900752908
22155863;Empresa Comercial 2704;2;2018-02-11;4781400;201711.47722567825;RJ;Duque de Caxias;80000;150000;1.3447431815045217;8.342231348391513
50956756;Empresa Comercial 2706;2;2018-02-13;4781400;253543.3286887156;RJ;Rio de Janeiro;80000;150000;1.6902888579247708;8.336755646817249
73467903;Empresa Comercial 2707;2;2018-02-14;4781400;427885.0899988911;RJ;Duque de Caxias;80000;150000;2.8525672666592743;8.334017796030116
34723448;Empresa Comercial 2708;2;2018-02-15;4711302;27729.1341953124;RJ;Rio de Janeiro;500000;2000000;0.0138645670976562;8.331279945242985
38204739;Empresa Comercial 2711;2;2018-02-18;4711302;56436.40804258434;RJ;Rio de Janeiro;500000;2000000;0.02821820402129217;8.323066392881588
60422654;Empresa Comercial 2712;2;2018-02-19;5611201;269087.0695312111;RJ;Duque de Caxias;45000;90000;2.989856328124568;8.320328542094456
14151785;Empresa Comercial 2713;2;2018-02-20;5611201;172205.70407745635;RJ;Niterói;45000;90000;1.9133967119717372;8.317590691307323
39489478;Empresa Comercial 2714;2;2018-02-22;4711302;534669.4180128943;RJ;Duque de Caxias;500000;2000000;0.2673347090064472;8.31211498973306
69509024;Empresa Comercial 2715;2;2018-02-23;4781400;49113.8573446692;RJ;Rio de Janeiro;80000;150000;0.32742571563112804;8.309377138945928
80393185;Empresa Comercial 2718;2;2018-02-26;4781400;46003.14008599891;RJ;Rio de Janeiro;80000;150000;0.30668760057332606;8.301163586584531
27456057;Empresa Comercial 2719;2;2018-02-27;5611201;138773.89232963882;RJ;Niterói;45000;90000;1.5419321369959869;8.2984257357974
58515114;Empresa Comercial 2720;2;2018-02-28;4781400;92855.54163634084;RJ;Duque de Caxias;80000;150000;0.6190369442422723;8.295687885010267
97338581;Empresa Comercial 2723;2;2018-03-03;4781400;378057.1904798106;RJ;Duque de Caxias;80000;150000;2.520381269865404;8.28747433264887
62777488;Empresa Comercial 2725;2;2018-03-06;4781400;66251.14895815265;RJ;Niterói;80000;150000;0.4416743263876844;8.279260780287474
92249313;Empresa Comercial 2726;2;2018-03-07;4781400;5198.111116787721;RJ;Rio de Janeiro;80000;150000;0.034654074111918134;8.276522929500342
41770093;Empresa Comercial 2728;2;2018-03-09;4711302;53990.117964380086;RJ;Duque de Caxias;500000;2000000;0.026995058982190043;8.271047227926077
99338053;Empresa Comercial 2729;2;2018-03-10;5611201;79994.76035711843;RJ;Rio de Janeiro;45000;90000;0.8888306706346493;8.268309377138946
23609569;Empresa Comercial 2730;2;2018-03-11;4711302;26208.95900216896;RJ;Duque de Caxias;500000;2000000;0.01310447950108448;8.265571526351813
50907604;Empresa Comercial 2732;2;2018-03-13;4711302;181862.93524933883;RJ;Duque de Caxias;500000;2000000;0.09093146762466942;8.260095824777549
45210753;Empresa Comercial 2734;2;2018-03-15;4711302;249258.6699771585;RJ;Rio de Janeiro;500000;2000000;0.12462933498857925;8.254620123203285
36737775;Empresa Comercial 2736;2;2018-03-18;4711302;114811.81019455682;RJ;Duque de Caxias;500000;2000000;0.05740590509727841;8.24640657084189
64856769;Empresa Comercial 2737;2;2018-03-19;4711302;254427.3388717435;RJ;Duque de Caxias;500000;2000000;0.12721366943587176;8.243668720054757
88326927;Empresa Comercial 2739;2;2018-03-21;5611201;186397.7348051376;RJ;Duque de Caxias;45000;90000;2.0710859422793066;8.238193018480493
33689071;Empresa Comercial 2740;2;2018-03-22;5611201;90533.9034779992;RJ;Niterói;45000;90000;1.0059322608666579;8.235455167693361
70910677;Empresa Comercial 2741;2;2018-03-23;5611201;86124.748986984;RJ;Niterói;45000;90000;0.9569416554109335;8.232717316906228
50104523;Empresa Comercial 2742;2;2018-03-24;4781400;219196.0237621804;RJ;Duque de Caxias;80000;150000;1.4613068250812027;8.229979466119097
34567790;Empresa Comercial 2743;2;2018-03-25;4781400;33826.13509406707;RJ;Rio de Janeiro;80000;150000;0.22550756729378044;8.227241615331964
62499002;Empresa Comercial 2746;2;2018-03-29;5611201;71734.60319937645;RJ;Duque de Caxias;45000;90000;0.7970511466597383;8.216290212183436
31595966;Empresa Comercial 2750;2;2018-04-02;4781400;236697.22209797832;RJ;Niterói;80000;150000;1.5779814806531889;8.205338809034908
69544511;Empresa Comercial 2751;2;2018-04-03;4711302;73001.70591997317;RJ;Niterói;500000;2000000;0.036500852959986584;8.202600958247775
47026182;Empresa Comercial 2752;2;2018-04-04;5611201;678246.882013663;RJ;Rio de Janeiro;45000;90000;7.536076466818478;8.199863107460644
46319763;Empresa Comercial 2753;2;2018-04-05;4781400;140156.52141191327;RJ;Rio de Janeiro;80000;150000;0.9343768094127551;8.19712525667351
68401945;Empresa Comercial 2754;2;2018-04-06;4781400;81473.9938841595;RJ;Niterói;80000;150000;0.54315995922773;8.19438740588638
46185155;Empresa Comercial 2756;2;2018-04-09;4781400;201330.0213462313;RJ;Rio de Janeiro;80000;150000;1.3422001423082088;8.186173853524982
38997485;Empresa Comercial 2757;2;2018-04-10;4711302;212509.9852113985;RJ;Niterói;500000;2000000;0.10625499260569926;8.183436002737851
27642355;Empresa Comercial 2758;2;2018-04-11;4781400;37749.401808414856;RJ;Rio de Janeiro;80000;150000;0.2516626787227657;8.180698151950718
93261653;Empresa Comercial 2759;2;2018-04-12;4781400;99758.23637587175;RJ;Niterói;80000;150000;0.6650549091724783;8.177960301163587
84652023;Empresa Comercial 2761;2;2018-04-14;4781400;110188.39752156367;RJ;Niterói;80000;150000;0.7345893168104245;8.172484599589323
33593741;Empresa Comercial 2767;2;2018-04-21;5611201;24727.385422226107;RJ;Duque de Caxias;45000;90000;0.2747487269136234;8.153319644079398
13133211;Empresa Comercial 2772;2;2018-04-26;5611201;85342.08814508104;RJ;Duque de Caxias;45000;90000;0.9482454238342338;8.139630390143736
11726199;Empresa Comercial 2774;2;2018-04-28;5611201;86685.16814370523;RJ;Niterói;45000;90000;0.9631685349300582;8.134154688569472
15071915;Empresa Comercial 2776;2;2018-04-30;5611201;85565.05319345412;RJ;Rio de Janeiro;45000;90000;0.9507228132606014;8.128678986995208
42005216;Empresa Comercial 2777;2;2018-05-02;5611201;77758.82555305376;RJ;Niterói;45000;90000;0.8639869505894862;8.123203285420944
77552809;Empresa Comercial 2778;2;2018-05-03;5611201;206136.0036516837;RJ;Rio de Janeiro;45000;90000;2.2904000405742635;8.120465434633813
83418978;Empresa Comercial 2779;2;2018-05-04;5611201;228226.1798090172;RJ;Duque de Caxias;45000;90000;2.535846442322413;8.11772758384668
60352901;Empresa Comercial 2780;2;2018-05-05;4711302;145102.78725365677;RJ;Duque de Caxias;500000;2000000;0.07255139362682839;8.114989733059549
12276787;Empresa Comercial 2781;2;2018-05-06;4711302;8442.222243558888;RJ;Niterói;500000;2000000;0.004221111121779444;8.112251882272416
70974870;Empresa Comercial 2782;2;2018-05-07;4711302;406095.75674155407;RJ;Niterói;500000;2000000;0.20304787837077704;8.109514031485284
51245272;Empresa Comercial 2783;2;2018-05-08;5611201;178865.82491401743;RJ;Duque de Caxias;45000;90000;1.9873980546001937;8.106776180698152
33278769;Empresa Comercial 2784;2;2018-05-09;4711302;10219.069152781474;RJ;Rio de Janeiro;500000;2000000;0.005109534576390737;8.10403832991102
11228807;Empresa Comercial 2788;2;2018-05-14;4781400;99282.21573686546;RJ;Duque de Caxias;80000;150000;0.6618814382457697;8.09034907597536
35288599;Empresa Comercial 2789;2;2018-05-15;5611201;4333369.394567772;RJ;Niterói;45000;90000;48.1485488285308;8.087611225188228
65495163;Empresa Comercial 2790;2;2018-05-16;4781400;335701.3624430153;RJ;Rio de Janeiro;80000;150000;2.2380090829534356;8.084873374401095
74825507;Empresa Comercial 2793;2;2018-05-19;4781400;444600.5037299;RJ;Duque de Caxias;80000;150000;2.9640033581993332;8.0766598220397
81572022;Empresa Comercial 2795;2;2018-05-21;4781400;178007.4911796498;RJ;Rio de Janeiro;80000;150000;1.186716607864332;8.071184120465434
85912072;Empresa Comercial 2796;2;2018-05-22;4781400;99636.46928799587;RJ;Niterói;80000;150000;0.6642431285866391;8.068446269678303
45823502;Empresa Comercial 2797;2;2018-05-24;4781400;19618.685712975377;RJ;Rio de Janeiro;80000;150000;0.1307912380865025;8.062970568104038
47967791;Empresa Comercial 2798;2;2018-05-25;4781400;239632.4867579648;RJ;Rio de Janeiro;80000;150000;1.5975499117197653;8.060232717316905
17640167;Empresa Comercial 2799;2;2018-05-26;4781400;16771.75088432988;RJ;Duque de Caxias;80000;150000;0.11181167256219919;8.057494866529774
17322153;Empresa Comercial 2801;2;2018-05-28;5611201;120628.64031206956;RJ;Niterói;45000;90000;1.3403182256896617;8.05201916495551
53391803;Empresa Comercial 2802;2;2018-05-29;4711302;31175.909852904428;RJ;Rio de Janeiro;500000;2000000;0.015587954926452215;8.049281314168377
61588363;Empresa Comercial 2804;2;2018-05-31;4781400;87516.44289713849;RJ;Niterói;80000;150000;0.5834429526475899;8.043805612594113
52023297;Empresa Comercial 2805;2;2018-06-01;4711302;27138.85045973322;RJ;Duque de Caxias;500000;2000000;0.013569425229866611;8.041067761806982
28303750;Empresa Comercial 2806;2;2018-06-02;4711302;31245.074763169767;RJ;Niterói;500000;2000000;0.015622537381584884;8.038329911019849
94710223;Empresa Comercial 2807;2;2018-06-03;4781400;17004.384959139796;RJ;Duque de Caxias;80000;150000;0.1133625663942653;8.035592060232718
67678210;Empresa Comercial 2808;2;2018-06-05;5611201;39429.66507411341;RJ;Duque de Caxias;45000;90000;0.4381073897123712;8.030116358658454
93110764;Empresa Comercial 2809;2;2018-06-06;5611201;193544.962976281;RJ;Rio de Janeiro;45000;90000;2.1504995886253444;8.02737850787132
64134634;Empresa Comercial 2810;2;2018-06-07;4711302;253265.199928839;RJ;Rio de Janeiro;500000;2000000;0.1266325999644195;8.02464065708419
73442983;Empresa Comercial 2811;2;2018-06-08;5611201;95368.1404192182;RJ;Duque de Caxias;45000;90000;1.0596460046579799;8.021902806297057
72344320;Empresa Comercial 2815;2;2018-06-12;4711302;49673.54381921346;RJ;Duque de Caxias;500000;2000000;0.02483677190960673;8.010951403148528
91560164;Empresa Comercial 2818;2;2018-06-16;4781400;144331.58965008752;RJ;Niterói;80000;150000;0.9622105976672501;8.0
69636639;Empresa Comercial 2819;2;2018-06-17;4781400;79668.6060405153;RJ;Rio de Janeiro;80000;150000;0.531124040270102;7.997262149212868
12843236;Empresa Comercial 2821;2;2018-06-19;4781400;232647.294161822;RJ;Rio de Janeiro;80000;150000;1.5509819610788134;7.991786447638604
22126467;Empresa Comercial 2822;2;2018-06-20;4711302;72833.05630308847;RJ;Duque de Caxias;500000;2000000;0.03641652815154423;7.989048596851472
41853087;Empresa Comercial 2825;2;2018-06-23;4781400;206291.1342903116;RJ;Rio de Janeiro;80000;150000;1.3752742286020774;7.9808350444900755
32362925;Empresa Comercial 2826;2;2018-06-24;5611201;361741.1310590373;RJ;Niterói;45000;90000;4.01934590065597;7.9780971937029435
40781302;Empresa Comercial 2827;2;2018-06-25;4711302;385802.16758945136;RJ;Rio de Janeiro;500000;2000000;0.19290108379472568;7.975359342915811
59439294;Empresa Comercial 2829;2;2018-06-28;4781400;112464.93965219978;RJ;Niterói;80000;150000;0.7497662643479985;7.967145790554415
81335020;Empresa Comercial 2830;2;2018-06-29;5611201;51321.24325833943;RJ;Niterói;45000;90000;0.5702360362037715;7.964407939767283
60122260;Empresa Comercial 2832;2;2018-07-01;4781400;96851.02259815676;RJ;Niterói;80000;150000;0.6456734839877117;7.958932238193018
55145249;Empresa Comercial 2835;2;2018-07-04;5611201;25382.10827586786;RJ;Duque de Caxias;45000;90000;0.2820234252874207;7.950718685831622
39754469;Empresa Comercial 2837;2;2018-07-06;5611201;128582.54891172129;RJ;Niterói;45000;90000;1.4286949879080142;7.945242984257358
30729471;Empresa Comercial 2840;2;2018-07-10;4781400;436036.583055088;RJ;Rio de Janeiro;80000;150000;2.9069105537005866;7.9342915811088295
54918675;Empresa Comercial 2843;2;2018-07-13;4781400;73561.54557907532;RJ;Rio de Janeiro;80000;150000;0.4904103038605021;7.926078028747433
75532833;Empresa Comercial 2844;2;2018-07-14;4781400;219587.74842232245;RJ;Niterói;80000;150000;1.463918322815483;7.923340177960301
82613245;Empresa Comercial 2845;2;2018-07-15;4781400;104646.90633082224;RJ;Niterói;80000;150000;0.6976460422054815;7.920602327173169
71963740;Empresa Comercial 2849;2;2018-07-19;4781400;27197.08265053113;RJ;Niterói;80000;150000;0.1813138843368742;7.909650924024641
75454344;Empresa Comercial 2850;2;2018-07-21;4781400;958856.338393269;RJ;Rio de Janeiro;80000;150000;6.39237558928846;7.904175222450377
38190067;Empresa Comercial 2851;2;2018-07-22;4711302;12565.99461272435;RJ;Duque de Caxias;500000;2000000;0.006282997306362175;7.901437371663245
61359205;Empresa Comercial 2852;2;2018-07-23;5611201;92279.40874970375;RJ;Rio de Janeiro;45000;90000;1.0253267638855972;7.898699520876113
50990129;Empresa Comercial 2853;2;2018-07-24;4711302;95247.60018421088;RJ;Duque de Caxias;500000;2000000;0.04762380009210544;7.8959616700889805
83007749;Empresa Comercial 2854;2;2018-07-25;5611201;58636.716017632505;RJ;Niterói;45000;90000;0.6515190668625834;7.8932238193018485
51156155;Empresa Comercial 2855;2;2018-07-26;4781400;6603386.473829477;RJ;Niterói;80000;150000;44.022576492196514;7.8904859685147155
92959736;Empresa Comercial 2857;2;2018-07-28;4711302;234810.69621805445;RJ;Niterói;500000;2000000;0.11740534810902722;7.885010266940451
20384778;Empresa Comercial 2858;2;2018-07-29;4781400;65620.63505784712;RJ;Rio de Janeiro;80000;150000;0.43747090038564745;7.882272416153319
49242670;Empresa Comercial 2859;2;2018-07-30;5611201;139231.71527226816;RJ;Rio de Janeiro;45000;90000;1.5470190585807573;7.879534565366187
39012949;Empresa Comercial 2863;2;2018-08-04;4711302;145592.31306373552;RJ;Niterói;500000;2000000;0.07279615653186776;7.865845311430527
77642498;Empresa Comercial 2864;2;2018-08-05;4711302;78749.84818069031;RJ;Niterói;500000;2000000;0.03937492409034516;7.863107460643395
30709963;Empresa Comercial 2865;2;2018-08-06;5611201;109936.57230784632;RJ;Rio de Janeiro;45000;90000;1.2215174700871814;7.860369609856263
85211737;Empresa Comercial 2866;2;2018-08-07;5611201;224628.5219584481;RJ;Niterói;45000;90000;2.495872466204979;7.857631759069131
92434203;Empresa Comercial 2867;2;2018-08-08;5611201;320002.4141178324;RJ;Rio de Janeiro;45000;90000;3.5555823790870265;7.854893908281999
39581501;Empresa Comercial 2869;2;2018-08-10;5611201;77884.89784404228;RJ;Niterói;45000;90000;0.865387753822692;7.8494182067077345
11406368;Empresa Comercial 2870;2;2018-08-12;5611201;229494.48369212827;RJ;Duque de Caxias;45000;90000;2.549938707690314;7.84394250513347
82894131;Empresa Comercial 2872;2;2018-08-14;4781400;65571.21916371115;RJ;Rio de Janeiro;80000;150000;0.43714146109140767;7.838466803559206
28001960;Empresa Comercial 2873;2;2018-08-15;4711302;84481.56767494066;RJ;Duque de Caxias;500000;2000000;0.042240783837470326;7.835728952772074
99856306;Empresa Comercial 2874;2;2018-08-16;4711302;143514.20130679902;RJ;Niterói;500000;2000000;0.0717571006533995;7.832991101984942
65194542;Empresa Comercial 2875;2;2018-08-17;5611201;1286487.563060734;RJ;Niterói;45000;90000;14.294306256230378;7.83025325119781
96017098;Empresa Comercial 2877;2;2018-08-19;5611201;40072.76288160731;RJ;Duque de Caxias;45000;90000;0.4452529209067479;7.824777549623546
20897034;Empresa Comercial 2881;2;2018-08-24;4781400;122977.67655780388;RJ;Niterói;80000;150000;0.8198511770520258;7.811088295687885
54474126;Empresa Comercial 2882;2;2018-08-25;4781400;39456.11827242543;RJ;Niterói;80000;150000;0.26304078848283624;7.808350444900753
27071962;Empresa Comercial 2883;2;2018-08-26;4781400;183278.6160760701;RJ;Rio de Janeiro;80000;150000;1.2218574405071339;7.8056125941136205
49265186;Empresa Comercial 2884;2;2018-08-27;4711302;207701.0886282753;RJ;Niterói;500000;2000000;0.10385054431413765;7.8028747433264884
98238972;Empresa Comercial 2886;2;2018-08-29;4781400;68261.98713753533;RJ;Rio de Janeiro;80000;150000;0.4550799142502355;7.797399041752224
64089633;Empresa Comercial 2888;2;2018-08-31;4781400;75324.12046306084;RJ;Niterói;80000;150000;0.5021608030870722;7.79192334017796
64133825;Empresa Comercial 2889;2;2018-09-01;4781400;219569.3368815496;RJ;Niterói;80000;150000;1.4637955792103305;7.789185489390828
26394487;Empresa Comercial 2891;2;2018-09-04;5611201;241505.5564760041;RJ;Rio de Janeiro;45000;90000;2.683395071955601;7.780971937029432
90021414;Empresa Comercial 2893;2;2018-09-06;5611201;170282.85741290802;RJ;Niterói;45000;90000;1.8920317490323113;7.775496235455168
61484872;Empresa Comercial 2895;2;2018-09-08;4711302;425070.4592529496;RJ;Duque de Caxias;500000;2000000;0.21253522962647478;7.770020533880904
53683574;Empresa Comercial 2897;2;2018-09-10;4781400;45666.79908787309;RJ;Duque de Caxias;80000;150000;0.3044453272524873;7.7645448323066395
72612095;Empresa Comercial 2898;2;2018-09-11;4711302;81281.47499414902;RJ;Rio de Janeiro;500000;2000000;0.04064073749707451;7.761806981519507
64351768;Empresa Comercial 2901;2;2018-09-14;5611201;34365.437570284994;RJ;Rio de Janeiro;45000;90000;0.3818381952253888;7.753593429158111
81415950;Empresa Comercial 2902;2;2018-09-16;4711302;12889.838976271098;RJ;Duque de Caxias;500000;2000000;0.006444919488135549;7.748117727583847
35793044;Empresa Comercial 2903;2;2018-09-17;4711302;177309.85346373968;RJ;Niterói;500000;2000000;0.08865492673186984;7.745379876796714
18329442;Empresa Comercial 2904;2;2018-09-18;5611201;48368.27106173932;RJ;Niterói;45000;90000;0.5374252340193257;7.742642026009582
18831924;Empresa Comercial 2906;2;2018-09-20;4781400;211004.8087490737;RJ;Rio de Janeiro;80000;150000;1.4066987249938248;7.737166324435318
49722995;Empresa Comercial 2907;2;2018-09-21;4711302;129058.97881900244;RJ;Duque de Caxias;500000;2000000;0.06452948940950122;7.734428473648186
13456653;Empresa Comercial 2908;2;2018-09-22;5611201;18046.67477840779;RJ;Rio de Janeiro;45000;90000;0.20051860864897544;7.731690622861054
70186000;Empresa Comercial 2909;2;2018-09-23;5611201;35791.904940434106;RJ;Niterói;45000;90000;0.39768783267149005;7.728952772073922
47516108;Empresa Comercial 2912;2;2018-09-27;5611201;130000.55239316387;RJ;Niterói;45000;90000;1.4444505821462652;7.7180013689253935
14058848;Empresa Comercial 2914;2;2018-09-29;4781400;1953260.65985493;RJ;Rio de Janeiro;80000;150000;13.0217377323662;7.712525667351129
72201082;Empresa Comercial 2915;2;2018-09-30;5611201;15491.74138265674;RJ;Niterói;45000;90000;0.17213045980729713;7.709787816563997
10809178;Empresa Comercial 2916;2;2018-10-01;5611201;33208.492433512874;RJ;Niterói;45000;90000;0.36898324926125414;7.707049965776865
65109050;Empresa Comercial 2917;2;2018-10-02;5611201;628893.0758875005;RJ;Rio de Janeiro;45000;90000;6.9877008431944505;7.704312114989733
84042970;Empresa Comercial 2918;2;2018-10-03;4711302;99821.06294161126;RJ;Niterói;500000;2000000;0.04991053147080563;7.701574264202601
73391073;Empresa Comercial 2919;2;2018-10-04;4781400;308001.0965840478;RJ;Duque de Caxias;80000;150000;2.0533406438936517;7.698836413415469
99393763;Empresa Comercial 2923;2;2018-10-09;4781400;37118.65396896127;RJ;Rio de Janeiro;80000;150000;0.24745769312640847;7.685147159479809
38398068;Empresa Comercial 2924;2;2018-10-10;4781400;179903.65855286864;RJ;Duque de Caxias;80000;150000;1.1993577236857909;7.682409308692677
76134855;Empresa Comercial 2925;2;2018-10-11;4781400;52697.39578806068;RJ;Rio de Janeiro;80000;150000;0.35131597192040454;7.6796714579055445
26530109;Empresa Comercial 2926;2;2018-10-12;4781400;272624.148716466;RJ;Duque de Caxias;80000;150000;1.81749432477644;7.676933607118412
33195170;Empresa Comercial 2927;2;2018-10-13;4711302;18115.66923811041;RJ;Rio de Janeiro;500000;2000000;0.009057834619055205;7.67419575633128
37965074;Empresa Comercial 2928;2;2018-10-14;5611201;227512.45129101537;RJ;Rio de Janeiro;45000;90000;2.5279161254557265;7.671457905544147
44575901;Empresa Comercial 2929;2;2018-10-15;5611201;20793.562145350817;RJ;Niterói;45000;90000;0.23103957939278685;7.668720054757015
82888141;Empresa Comercial 2930;2;2018-10-16;4781400;324533.4916436958;RJ;Niterói;80000;150000;2.163556610957972;7.665982203969883
54324346;Empresa Comercial 2931;2;2018-10-17;4781400;59404.92645868848;RJ;Duque de Caxias;80000;150000;0.3960328430579232;7.663244353182751
80001235;Empresa Comercial 2932;2;2018-10-18;4781400;164368.1064876394;RJ;Niterói;80000;150000;1.0957873765842627;7.660506502395619
87309808;Empresa Comercial 2933;2;2018-10-20;4711302;105268.8521101713;RJ;Rio de Janeiro;500000;2000000;0.05263442605508565;7.655030800821355
56276888;Empresa Comercial 2934;2;2018-10-21;4781400;73427.68789927539;RJ;Duque de Caxias;80000;150000;0.48951791932850264;7.652292950034223
60794649;Empresa Comercial 2936;2;2018-10-23;4781400;447106.9894999255;RJ;Rio de Janeiro;80000;150000;2.9807132633328366;7.646817248459959
72670767;Empresa Comercial 2938;2;2018-10-25;5611201;381723.6767428026;RJ;Niterói;45000;90000;4.24137418603114;7.641341546885695
96708216;Empresa Comercial 2939;2;2018-10-26;4781400;145888.48657655017;RJ;Niterói;80000;150000;0.9725899105103345;7.638603696098563
27292909;Empresa Comercial 2941;2;2018-10-28;5611201;77645.8007567344;RJ;Rio de Janeiro;45000;90000;0.8627311195192712;7.6331279945242985
29413938;Empresa Comercial 2942;2;2018-10-29;4711302;100754.24650226886;RJ;Niterói;500000;2000000;0.05037712325113443;7.630390143737166
27016233;Empresa Comercial 2944;2;2018-11-01;4711302;85382.53772696637;RJ;Duque de Caxias;500000;2000000;0.042691268863483185;7.62217659137577
60746642;Empresa Comercial 2945;2;2018-11-02;5611201;119747.90401126804;RJ;Niterói;45000;90000;1.330532266791867;7.619438740588638
44020414;Empresa Comercial 2948;2;2018-11-05;4781400;158952.04995709754;RJ;Rio de Janeiro;80000;150000;1.059680333047317;7.611225188227242
23907579;Empresa Comercial 2949;2;2018-11-06;5611201;194334.0144481032;RJ;Rio de Janeiro;45000;90000;2.159266827201147;7.60848733744011
16124152;Empresa Comercial 2951;2;2018-11-08;4781400;28201.879268261608;RJ;Duque de Caxias;80000;150000;0.18801252845507738;7.603011635865846
11164795;Empresa Comercial 2952;2;2018-11-09;4711302;93427.69011864532;RJ;Niterói;500000;2000000;0.04671384505932266;7.600273785078714
53332370;Empresa Comercial 2953;2;2018-11-10;4711302;70797.78463623991;RJ;Niterói;500000;2000000;0.035398892318119955;7.597535934291581
90875917;Empresa Comercial 2955;2;2018-11-13;4711302;311413.2608063322;RJ;Rio de Janeiro;500000;2000000;0.15570663040316612;7.5893223819301845
50580924;Empresa Comercial 2957;2;2018-11-15;5611201;18159.11795122111;RJ;Rio de Janeiro;45000;90000;0.2017679772357901;7.58384668035592
35086627;Empresa Comercial 2958;2;2018-11-16;4711302;336513.4640024245;RJ;Duque de Caxias;500000;2000000;0.16825673200121224;7.581108829568788
73881480;Empresa Comercial 2961;2;2018-11-19;4781400;27630.27627865272;RJ;Rio de Janeiro;80000;150000;0.1842018418576848;7.572895277207392
63274943;Empresa Comercial 2962;2;2018-11-20;5611201;171626.80789151634;RJ;Rio de Janeiro;45000;90000;1.9069645321279594;7.57015742642026
10077175;Empresa Comercial 2964;2;2018-11-23;4781400;91539.71176798864;RJ;Duque de Caxias;80000;150000;0.6102647451199242;7.561943874058864
21074355;Empresa Comercial 2965;2;2018-11-24;4711302;7551.000068296281;RJ;Rio de Janeiro;500000;2000000;0.0037755000341481403;7.559206023271732
95964888;Empresa Comercial 2966;2;2018-11-25;5611201;29662.339277753137;RJ;Rio de Janeiro;45000;90000;0.32958154753059044;7.5564681724846
78667106;Empresa Comercial 2970;2;2018-11-29;4711302;181604.5125953963;RJ;Duque de Caxias;500000;2000000;0.09080225629769816;7.545516769336071
42648168;Empresa Comercial 2971;2;2018-11-30;4711302;9420.485820271337;RJ;Duque de Caxias;500000;2000000;0.004710242910135668;7.542778918548939
90183226;Empresa Comercial 2972;2;2018-12-01;4781400;149248.33749077076;RJ;Rio de Janeiro;80000;150000;0.9949889166051384;7.540041067761807
59375565;Empresa Comercial 2973;2;2018-12-02;4781400;27746.94315997969;RJ;Rio de Janeiro;80000;150000;0.1849796210665313;7.537303216974675
31725224;Empresa Comercial 2974;2;2018-12-03;4781400;440504.29941250576;RJ;Niterói;80000;150000;2.936695329416705;7.534565366187543
82554179;Empresa Comercial 2975;2;2018-12-05;4781400;410670.15837445785;RJ;Duque de Caxias;80000;150000;2.737801055829719;7.529089664613279
18552442;Empresa Comercial 2976;2;2018-12-06;4711302;43331.24374557549;RJ;Rio de Janeiro;500000;2000000;0.021665621872787744;7.526351813826146
